price_date,ticker,last_price
25/03/2013,VIX Index,13.74
22/03/2013,VIX Index,13.57
21/03/2013,VIX Index,13.99
20/03/2013,VIX Index,12.67
19/03/2013,VIX Index,14.39
18/03/2013,VIX Index,13.36
15/03/2013,VIX Index,11.3
14/03/2013,VIX Index,11.3
13/03/2013,VIX Index,11.83
12/03/2013,VIX Index,12.27
11/03/2013,VIX Index,11.56
08/03/2013,VIX Index,12.59
07/03/2013,VIX Index,13.06
06/03/2013,VIX Index,13.53
05/03/2013,VIX Index,13.48
04/03/2013,VIX Index,14.01
01/03/2013,VIX Index,15.36
28/02/2013,VIX Index,15.51
27/02/2013,VIX Index,14.73
26/02/2013,VIX Index,16.87
25/02/2013,VIX Index,18.99
22/02/2013,VIX Index,14.17
21/02/2013,VIX Index,15.22
20/02/2013,VIX Index,14.68
19/02/2013,VIX Index,12.31
18/02/2013,VIX Index,12.385
15/02/2013,VIX Index,12.46
14/02/2013,VIX Index,12.66
13/02/2013,VIX Index,12.98
12/02/2013,VIX Index,12.64
11/02/2013,VIX Index,12.94
08/02/2013,VIX Index,13.02
07/02/2013,VIX Index,13.5
06/02/2013,VIX Index,13.41
05/02/2013,VIX Index,13.72
04/02/2013,VIX Index,14.67
01/02/2013,VIX Index,12.9
31/01/2013,VIX Index,14.28
30/01/2013,VIX Index,14.32
29/01/2013,VIX Index,13.31
28/01/2013,VIX Index,13.57
25/01/2013,VIX Index,12.89
24/01/2013,VIX Index,12.69
23/01/2013,VIX Index,12.46
22/01/2013,VIX Index,12.43
21/01/2013,VIX Index,12.445
18/01/2013,VIX Index,12.46
17/01/2013,VIX Index,13.57
16/01/2013,VIX Index,13.42
15/01/2013,VIX Index,13.55
14/01/2013,VIX Index,13.52
11/01/2013,VIX Index,13.36
10/01/2013,VIX Index,13.49
09/01/2013,VIX Index,13.81
08/01/2013,VIX Index,13.62
07/01/2013,VIX Index,13.79
04/01/2013,VIX Index,13.83
03/01/2013,VIX Index,14.56
02/01/2013,VIX Index,14.68
31/12/2012,VIX Index,18.02
28/12/2012,VIX Index,22.72
27/12/2012,VIX Index,19.47
26/12/2012,VIX Index,19.48
24/12/2012,VIX Index,17.84
21/12/2012,VIX Index,17.84
20/12/2012,VIX Index,17.67
19/12/2012,VIX Index,17.36
18/12/2012,VIX Index,15.57
17/12/2012,VIX Index,16.34
14/12/2012,VIX Index,17
13/12/2012,VIX Index,16.56
12/12/2012,VIX Index,15.95
11/12/2012,VIX Index,15.57
10/12/2012,VIX Index,16.05
07/12/2012,VIX Index,15.9
06/12/2012,VIX Index,16.58
05/12/2012,VIX Index,16.46
04/12/2012,VIX Index,17.12
03/12/2012,VIX Index,16.64
30/11/2012,VIX Index,15.87
29/11/2012,VIX Index,15.06
28/11/2012,VIX Index,15.51
27/11/2012,VIX Index,15.92
26/11/2012,VIX Index,15.5
23/11/2012,VIX Index,15.14
22/11/2012,VIX Index,15.225
21/11/2012,VIX Index,15.31
20/11/2012,VIX Index,15.08
19/11/2012,VIX Index,15.24
16/11/2012,VIX Index,16.41
15/11/2012,VIX Index,17.99
14/11/2012,VIX Index,17.92
13/11/2012,VIX Index,16.65
12/11/2012,VIX Index,16.68
09/11/2012,VIX Index,18.61
08/11/2012,VIX Index,18.49
07/11/2012,VIX Index,19.08
06/11/2012,VIX Index,17.58
05/11/2012,VIX Index,18.42
02/11/2012,VIX Index,17.59
01/11/2012,VIX Index,16.69
31/10/2012,VIX Index,18.6
30/10/2012,VIX Index,18.205
29/10/2012,VIX Index,18.205
26/10/2012,VIX Index,17.81
25/10/2012,VIX Index,18.12
24/10/2012,VIX Index,18.33
23/10/2012,VIX Index,18.83
22/10/2012,VIX Index,16.62
19/10/2012,VIX Index,17.06
18/10/2012,VIX Index,15.03
17/10/2012,VIX Index,15.07
16/10/2012,VIX Index,15.22
15/10/2012,VIX Index,15.27
12/10/2012,VIX Index,16.14
11/10/2012,VIX Index,15.59
10/10/2012,VIX Index,16.29
09/10/2012,VIX Index,16.37
08/10/2012,VIX Index,15.11
05/10/2012,VIX Index,14.33
04/10/2012,VIX Index,14.55
03/10/2012,VIX Index,15.43
02/10/2012,VIX Index,15.71
01/10/2012,VIX Index,16.32
28/09/2012,VIX Index,15.73
27/09/2012,VIX Index,14.84
26/09/2012,VIX Index,16.81
25/09/2012,VIX Index,15.43
24/09/2012,VIX Index,14.15
21/09/2012,VIX Index,13.98
20/09/2012,VIX Index,14.07
19/09/2012,VIX Index,13.88
18/09/2012,VIX Index,14.18
17/09/2012,VIX Index,14.59
14/09/2012,VIX Index,14.51
13/09/2012,VIX Index,14.05
12/09/2012,VIX Index,15.8
11/09/2012,VIX Index,16.41
10/09/2012,VIX Index,16.28
07/09/2012,VIX Index,14.38
06/09/2012,VIX Index,15.6
05/09/2012,VIX Index,17.74
04/09/2012,VIX Index,17.98
03/09/2012,VIX Index,17.725
31/08/2012,VIX Index,17.47
30/08/2012,VIX Index,17.83
29/08/2012,VIX Index,17.06
28/08/2012,VIX Index,16.49
27/08/2012,VIX Index,16.35
24/08/2012,VIX Index,15.18
23/08/2012,VIX Index,15.96
22/08/2012,VIX Index,15.11
21/08/2012,VIX Index,15.02
20/08/2012,VIX Index,14.02
17/08/2012,VIX Index,13.45
16/08/2012,VIX Index,14.29
15/08/2012,VIX Index,14.63
14/08/2012,VIX Index,14.85
13/08/2012,VIX Index,13.7
10/08/2012,VIX Index,14.74
09/08/2012,VIX Index,15.28
08/08/2012,VIX Index,15.32
07/08/2012,VIX Index,15.99
06/08/2012,VIX Index,15.95
03/08/2012,VIX Index,15.64
02/08/2012,VIX Index,17.57
01/08/2012,VIX Index,18.96
31/07/2012,VIX Index,18.93
30/07/2012,VIX Index,18.03
27/07/2012,VIX Index,16.7
26/07/2012,VIX Index,17.53
25/07/2012,VIX Index,19.34
24/07/2012,VIX Index,20.47
23/07/2012,VIX Index,18.62
20/07/2012,VIX Index,16.27
19/07/2012,VIX Index,15.45
18/07/2012,VIX Index,16.16
17/07/2012,VIX Index,16.48
16/07/2012,VIX Index,17.11
13/07/2012,VIX Index,16.74
12/07/2012,VIX Index,18.33
11/07/2012,VIX Index,17.95
10/07/2012,VIX Index,18.72
09/07/2012,VIX Index,17.98
06/07/2012,VIX Index,17.1
05/07/2012,VIX Index,17.5
04/07/2012,VIX Index,17.08
03/07/2012,VIX Index,16.66
02/07/2012,VIX Index,16.8
29/06/2012,VIX Index,17.08
28/06/2012,VIX Index,19.71
27/06/2012,VIX Index,19.45
26/06/2012,VIX Index,19.72
25/06/2012,VIX Index,20.38
22/06/2012,VIX Index,18.11
21/06/2012,VIX Index,20.08
20/06/2012,VIX Index,17.24
19/06/2012,VIX Index,18.38
18/06/2012,VIX Index,18.32
15/06/2012,VIX Index,21.11
14/06/2012,VIX Index,21.68
13/06/2012,VIX Index,24.27
12/06/2012,VIX Index,22.09
11/06/2012,VIX Index,23.56
08/06/2012,VIX Index,21.23
07/06/2012,VIX Index,21.72
06/06/2012,VIX Index,22.16
05/06/2012,VIX Index,24.68
04/06/2012,VIX Index,26.12
01/06/2012,VIX Index,26.66
31/05/2012,VIX Index,24.06
30/05/2012,VIX Index,24.14
29/05/2012,VIX Index,21.03
28/05/2012,VIX Index,21.395
25/05/2012,VIX Index,21.76
24/05/2012,VIX Index,21.54
23/05/2012,VIX Index,22.33
22/05/2012,VIX Index,22.48
21/05/2012,VIX Index,22.01
18/05/2012,VIX Index,25.1
17/05/2012,VIX Index,24.49
16/05/2012,VIX Index,22.27
15/05/2012,VIX Index,21.97
14/05/2012,VIX Index,21.87
11/05/2012,VIX Index,19.89
10/05/2012,VIX Index,18.83
09/05/2012,VIX Index,20.08
08/05/2012,VIX Index,19.05
07/05/2012,VIX Index,18.94
04/05/2012,VIX Index,19.16
03/05/2012,VIX Index,17.56
02/05/2012,VIX Index,16.88
01/05/2012,VIX Index,16.6
30/04/2012,VIX Index,17.15
27/04/2012,VIX Index,16.32
26/04/2012,VIX Index,16.24
25/04/2012,VIX Index,16.82
24/04/2012,VIX Index,18.1
23/04/2012,VIX Index,18.97
20/04/2012,VIX Index,17.44
19/04/2012,VIX Index,18.36
18/04/2012,VIX Index,18.64
17/04/2012,VIX Index,18.46
16/04/2012,VIX Index,19.55
13/04/2012,VIX Index,19.55
12/04/2012,VIX Index,17.2
11/04/2012,VIX Index,20.02
10/04/2012,VIX Index,20.39
09/04/2012,VIX Index,18.81
05/04/2012,VIX Index,16.7
04/04/2012,VIX Index,16.44
03/04/2012,VIX Index,15.66
02/04/2012,VIX Index,15.64
30/03/2012,VIX Index,15.5
29/03/2012,VIX Index,15.48
28/03/2012,VIX Index,15.47
27/03/2012,VIX Index,15.59
26/03/2012,VIX Index,14.26
23/03/2012,VIX Index,14.82
22/03/2012,VIX Index,15.57
21/03/2012,VIX Index,15.13
20/03/2012,VIX Index,15.58
19/03/2012,VIX Index,15.04
16/03/2012,VIX Index,14.47
15/03/2012,VIX Index,15.42
14/03/2012,VIX Index,15.31
13/03/2012,VIX Index,14.8
12/03/2012,VIX Index,15.64
09/03/2012,VIX Index,17.11
08/03/2012,VIX Index,17.95
07/03/2012,VIX Index,19.07
06/03/2012,VIX Index,20.87
05/03/2012,VIX Index,18.05
02/03/2012,VIX Index,17.29
01/03/2012,VIX Index,17.26
29/02/2012,VIX Index,18.43
28/02/2012,VIX Index,17.96
27/02/2012,VIX Index,18.19
24/02/2012,VIX Index,17.31
23/02/2012,VIX Index,16.8
22/02/2012,VIX Index,18.19
21/02/2012,VIX Index,18.19
20/02/2012,VIX Index,17.985
17/02/2012,VIX Index,17.78
16/02/2012,VIX Index,19.22
15/02/2012,VIX Index,21.14
14/02/2012,VIX Index,19.54
13/02/2012,VIX Index,19.04
10/02/2012,VIX Index,20.79
09/02/2012,VIX Index,18.63
08/02/2012,VIX Index,18.16
07/02/2012,VIX Index,17.65
06/02/2012,VIX Index,17.76
03/02/2012,VIX Index,17.1
02/02/2012,VIX Index,17.98
01/02/2012,VIX Index,18.55
31/01/2012,VIX Index,19.44
30/01/2012,VIX Index,19.4
27/01/2012,VIX Index,18.53
26/01/2012,VIX Index,18.57
25/01/2012,VIX Index,18.31
24/01/2012,VIX Index,18.91
23/01/2012,VIX Index,18.67
20/01/2012,VIX Index,18.28
19/01/2012,VIX Index,19.87
18/01/2012,VIX Index,20.89
17/01/2012,VIX Index,22.2
16/01/2012,VIX Index,21.555
13/01/2012,VIX Index,20.91
12/01/2012,VIX Index,20.47
11/01/2012,VIX Index,21.05
10/01/2012,VIX Index,20.69
09/01/2012,VIX Index,21.07
06/01/2012,VIX Index,20.63
05/01/2012,VIX Index,21.48
04/01/2012,VIX Index,22.22
03/01/2012,VIX Index,22.97
02/01/2012,VIX Index,23.185
30/12/2011,VIX Index,23.4
29/12/2011,VIX Index,22.65
28/12/2011,VIX Index,23.52
27/12/2011,VIX Index,21.91
23/12/2011,VIX Index,20.73
22/12/2011,VIX Index,21.16
21/12/2011,VIX Index,21.43
20/12/2011,VIX Index,23.22
19/12/2011,VIX Index,24.92
16/12/2011,VIX Index,24.29
15/12/2011,VIX Index,25.11
14/12/2011,VIX Index,26.04
13/12/2011,VIX Index,25.41
12/12/2011,VIX Index,25.67
09/12/2011,VIX Index,26.38
08/12/2011,VIX Index,30.59
07/12/2011,VIX Index,28.67
06/12/2011,VIX Index,28.13
05/12/2011,VIX Index,27.84
02/12/2011,VIX Index,27.52
01/12/2011,VIX Index,27.41
30/11/2011,VIX Index,27.8
29/11/2011,VIX Index,30.64
28/11/2011,VIX Index,32.13
25/11/2011,VIX Index,34.47
24/11/2011,VIX Index,34.225
23/11/2011,VIX Index,33.98
22/11/2011,VIX Index,31.97
21/11/2011,VIX Index,32.91
18/11/2011,VIX Index,32
17/11/2011,VIX Index,34.51
16/11/2011,VIX Index,33.51
15/11/2011,VIX Index,31.22
14/11/2011,VIX Index,31.13
11/11/2011,VIX Index,30.04
10/11/2011,VIX Index,32.81
09/11/2011,VIX Index,36.16
08/11/2011,VIX Index,27.48
07/11/2011,VIX Index,29.85
04/11/2011,VIX Index,30.16
03/11/2011,VIX Index,30.5
02/11/2011,VIX Index,32.74
01/11/2011,VIX Index,34.77
31/10/2011,VIX Index,29.96
28/10/2011,VIX Index,24.53
27/10/2011,VIX Index,25.46
26/10/2011,VIX Index,29.86
25/10/2011,VIX Index,32.22
24/10/2011,VIX Index,29.26
21/10/2011,VIX Index,31.32
20/10/2011,VIX Index,34.78
19/10/2011,VIX Index,34.44
18/10/2011,VIX Index,31.56
17/10/2011,VIX Index,33.39
14/10/2011,VIX Index,28.24
13/10/2011,VIX Index,30.7
12/10/2011,VIX Index,31.26
11/10/2011,VIX Index,32.86
10/10/2011,VIX Index,33.02
07/10/2011,VIX Index,36.2
06/10/2011,VIX Index,36.27
05/10/2011,VIX Index,37.81
04/10/2011,VIX Index,40.82
03/10/2011,VIX Index,45.45
30/09/2011,VIX Index,42.96
29/09/2011,VIX Index,38.84
28/09/2011,VIX Index,41.08
27/09/2011,VIX Index,37.71
26/09/2011,VIX Index,39.02
23/09/2011,VIX Index,41.25
22/09/2011,VIX Index,41.35
21/09/2011,VIX Index,37.32
20/09/2011,VIX Index,32.86
19/09/2011,VIX Index,32.73
16/09/2011,VIX Index,30.98
15/09/2011,VIX Index,31.97
14/09/2011,VIX Index,34.6
13/09/2011,VIX Index,36.91
12/09/2011,VIX Index,38.59
09/09/2011,VIX Index,38.52
08/09/2011,VIX Index,34.32
07/09/2011,VIX Index,33.38
06/09/2011,VIX Index,37
05/09/2011,VIX Index,35.46
02/09/2011,VIX Index,33.92
01/09/2011,VIX Index,31.82
31/08/2011,VIX Index,31.62
30/08/2011,VIX Index,32.89
29/08/2011,VIX Index,32.28
26/08/2011,VIX Index,35.59
25/08/2011,VIX Index,39.76
24/08/2011,VIX Index,35.9
23/08/2011,VIX Index,36.27
22/08/2011,VIX Index,42.44
19/08/2011,VIX Index,43.05
18/08/2011,VIX Index,42.67
17/08/2011,VIX Index,31.58
16/08/2011,VIX Index,32.85
15/08/2011,VIX Index,31.87
12/08/2011,VIX Index,36.36
11/08/2011,VIX Index,39
10/08/2011,VIX Index,42.99
09/08/2011,VIX Index,35.06
08/08/2011,VIX Index,48
05/08/2011,VIX Index,32
04/08/2011,VIX Index,31.66
03/08/2011,VIX Index,23.38
02/08/2011,VIX Index,24.79
01/08/2011,VIX Index,23.66
29/07/2011,VIX Index,25.25
28/07/2011,VIX Index,23.74
27/07/2011,VIX Index,22.98
26/07/2011,VIX Index,20.23
25/07/2011,VIX Index,19.35
22/07/2011,VIX Index,17.52
21/07/2011,VIX Index,17.56
20/07/2011,VIX Index,19.09
19/07/2011,VIX Index,19.21
18/07/2011,VIX Index,20.95
15/07/2011,VIX Index,19.53
14/07/2011,VIX Index,20.8
13/07/2011,VIX Index,19.91
12/07/2011,VIX Index,19.87
11/07/2011,VIX Index,18.39
08/07/2011,VIX Index,15.95
07/07/2011,VIX Index,15.95
06/07/2011,VIX Index,16.34
05/07/2011,VIX Index,16.06
04/07/2011,VIX Index,15.965
01/07/2011,VIX Index,15.87
30/06/2011,VIX Index,16.52
29/06/2011,VIX Index,17.27
28/06/2011,VIX Index,19.17
27/06/2011,VIX Index,20.56
24/06/2011,VIX Index,21.1
23/06/2011,VIX Index,19.29
22/06/2011,VIX Index,18.52
21/06/2011,VIX Index,18.86
20/06/2011,VIX Index,19.99
17/06/2011,VIX Index,21.85
16/06/2011,VIX Index,22.73
15/06/2011,VIX Index,21.32
14/06/2011,VIX Index,18.26
13/06/2011,VIX Index,19.61
10/06/2011,VIX Index,18.86
09/06/2011,VIX Index,17.77
08/06/2011,VIX Index,18.79
07/06/2011,VIX Index,18.07
06/06/2011,VIX Index,18.49
03/06/2011,VIX Index,17.95
02/06/2011,VIX Index,18.09
01/06/2011,VIX Index,18.3
31/05/2011,VIX Index,15.45
30/05/2011,VIX Index,15.715
27/05/2011,VIX Index,15.98
26/05/2011,VIX Index,16.09
25/05/2011,VIX Index,17.07
24/05/2011,VIX Index,17.82
23/05/2011,VIX Index,18.27
20/05/2011,VIX Index,17.43
19/05/2011,VIX Index,15.52
18/05/2011,VIX Index,16.23
17/05/2011,VIX Index,17.55
16/05/2011,VIX Index,18.24
13/05/2011,VIX Index,17.07
12/05/2011,VIX Index,16.03
11/05/2011,VIX Index,16.95
10/05/2011,VIX Index,15.91
09/05/2011,VIX Index,17.16
06/05/2011,VIX Index,18.4
05/05/2011,VIX Index,18.2
04/05/2011,VIX Index,17.08
03/05/2011,VIX Index,16.7
02/05/2011,VIX Index,15.99
29/04/2011,VIX Index,14.75
28/04/2011,VIX Index,14.62
27/04/2011,VIX Index,15.35
26/04/2011,VIX Index,15.62
25/04/2011,VIX Index,15.77
21/04/2011,VIX Index,14.69
20/04/2011,VIX Index,15.07
19/04/2011,VIX Index,15.83
18/04/2011,VIX Index,16.96
15/04/2011,VIX Index,15.32
14/04/2011,VIX Index,16.27
13/04/2011,VIX Index,16.92
12/04/2011,VIX Index,17.09
11/04/2011,VIX Index,16.59
08/04/2011,VIX Index,17.87
07/04/2011,VIX Index,17.11
06/04/2011,VIX Index,16.9
05/04/2011,VIX Index,17.25
04/04/2011,VIX Index,17.5
01/04/2011,VIX Index,17.4
31/03/2011,VIX Index,17.74
30/03/2011,VIX Index,17.71
29/03/2011,VIX Index,18.16
28/03/2011,VIX Index,19.44
25/03/2011,VIX Index,17.91
24/03/2011,VIX Index,18
23/03/2011,VIX Index,19.17
22/03/2011,VIX Index,20.21
21/03/2011,VIX Index,20.61
18/03/2011,VIX Index,24.44
17/03/2011,VIX Index,26.37
16/03/2011,VIX Index,29.4
15/03/2011,VIX Index,24.32
14/03/2011,VIX Index,21.13
11/03/2011,VIX Index,20.08
10/03/2011,VIX Index,21.88
09/03/2011,VIX Index,20.22
08/03/2011,VIX Index,19.82
07/03/2011,VIX Index,20.66
04/03/2011,VIX Index,19.06
03/03/2011,VIX Index,18.6
02/03/2011,VIX Index,20.7
01/03/2011,VIX Index,21.01
28/02/2011,VIX Index,18.35
25/02/2011,VIX Index,19.22
24/02/2011,VIX Index,21.32
23/02/2011,VIX Index,22.13
22/02/2011,VIX Index,20.8
21/02/2011,VIX Index,18.615
18/02/2011,VIX Index,16.43
17/02/2011,VIX Index,16.59
16/02/2011,VIX Index,16.72
15/02/2011,VIX Index,16.37
14/02/2011,VIX Index,15.95
11/02/2011,VIX Index,15.69
10/02/2011,VIX Index,16.09
09/02/2011,VIX Index,15.87
08/02/2011,VIX Index,15.81
07/02/2011,VIX Index,16.28
04/02/2011,VIX Index,15.93
03/02/2011,VIX Index,16.69
02/02/2011,VIX Index,17.3
01/02/2011,VIX Index,17.63
31/01/2011,VIX Index,19.53
28/01/2011,VIX Index,20.04
27/01/2011,VIX Index,16.15
26/01/2011,VIX Index,16.64
25/01/2011,VIX Index,17.59
24/01/2011,VIX Index,17.65
21/01/2011,VIX Index,18.47
20/01/2011,VIX Index,17.99
19/01/2011,VIX Index,17.31
18/01/2011,VIX Index,15.87
17/01/2011,VIX Index,15.665
14/01/2011,VIX Index,15.46
13/01/2011,VIX Index,16.39
12/01/2011,VIX Index,16.24
11/01/2011,VIX Index,16.89
10/01/2011,VIX Index,17.54
07/01/2011,VIX Index,17.14
06/01/2011,VIX Index,17.4
05/01/2011,VIX Index,17.02
04/01/2011,VIX Index,17.38
03/01/2011,VIX Index,17.61
31/12/2010,VIX Index,17.75
30/12/2010,VIX Index,17.52
29/12/2010,VIX Index,17.28
28/12/2010,VIX Index,17.52
27/12/2010,VIX Index,17.67
24/12/2010,VIX Index,17.07
23/12/2010,VIX Index,16.47
22/12/2010,VIX Index,15.45
21/12/2010,VIX Index,16.49
20/12/2010,VIX Index,16.41
17/12/2010,VIX Index,16.11
16/12/2010,VIX Index,17.39
15/12/2010,VIX Index,17.94
14/12/2010,VIX Index,17.61
13/12/2010,VIX Index,17.55
10/12/2010,VIX Index,17.61
09/12/2010,VIX Index,17.25
08/12/2010,VIX Index,17.74
07/12/2010,VIX Index,17.99
06/12/2010,VIX Index,18.02
03/12/2010,VIX Index,18.01
02/12/2010,VIX Index,19.39
01/12/2010,VIX Index,21.36
30/11/2010,VIX Index,23.54
29/11/2010,VIX Index,21.53
26/11/2010,VIX Index,22.22
25/11/2010,VIX Index,20.89
24/11/2010,VIX Index,19.56
23/11/2010,VIX Index,20.63
22/11/2010,VIX Index,18.37
19/11/2010,VIX Index,18.04
18/11/2010,VIX Index,18.75
17/11/2010,VIX Index,21.76
16/11/2010,VIX Index,22.58
15/11/2010,VIX Index,20.2
12/11/2010,VIX Index,20.61
11/11/2010,VIX Index,18.64
10/11/2010,VIX Index,18.47
09/11/2010,VIX Index,19.08
08/11/2010,VIX Index,18.29
05/11/2010,VIX Index,18.26
04/11/2010,VIX Index,18.52
03/11/2010,VIX Index,19.56
02/11/2010,VIX Index,21.57
01/11/2010,VIX Index,21.83
29/10/2010,VIX Index,21.2
28/10/2010,VIX Index,20.88
27/10/2010,VIX Index,20.71
26/10/2010,VIX Index,20.22
25/10/2010,VIX Index,19.85
22/10/2010,VIX Index,18.78
21/10/2010,VIX Index,19.27
20/10/2010,VIX Index,19.79
19/10/2010,VIX Index,20.63
18/10/2010,VIX Index,19.09
15/10/2010,VIX Index,19.03
14/10/2010,VIX Index,19.88
13/10/2010,VIX Index,19.07
12/10/2010,VIX Index,18.93
11/10/2010,VIX Index,18.96
08/10/2010,VIX Index,20.71
07/10/2010,VIX Index,21.56
06/10/2010,VIX Index,21.49
05/10/2010,VIX Index,21.76
04/10/2010,VIX Index,23.53
01/10/2010,VIX Index,22.5
30/09/2010,VIX Index,23.7
29/09/2010,VIX Index,23.25
28/09/2010,VIX Index,22.6
27/09/2010,VIX Index,22.54
24/09/2010,VIX Index,21.71
23/09/2010,VIX Index,23.87
22/09/2010,VIX Index,22.51
21/09/2010,VIX Index,22.35
20/09/2010,VIX Index,21.5
17/09/2010,VIX Index,22.01
16/09/2010,VIX Index,21.72
15/09/2010,VIX Index,22.1
14/09/2010,VIX Index,21.56
13/09/2010,VIX Index,21.21
10/09/2010,VIX Index,21.99
09/09/2010,VIX Index,22.81
08/09/2010,VIX Index,23.25
07/09/2010,VIX Index,23.8
06/09/2010,VIX Index,22.555
03/09/2010,VIX Index,21.31
02/09/2010,VIX Index,23.19
01/09/2010,VIX Index,23.89
31/08/2010,VIX Index,26.05
30/08/2010,VIX Index,27.21
27/08/2010,VIX Index,24.45
26/08/2010,VIX Index,27.37
25/08/2010,VIX Index,26.7
24/08/2010,VIX Index,27.46
23/08/2010,VIX Index,25.66
20/08/2010,VIX Index,25.49
19/08/2010,VIX Index,26.44
18/08/2010,VIX Index,24.59
17/08/2010,VIX Index,24.33
16/08/2010,VIX Index,26.1
13/08/2010,VIX Index,26.24
12/08/2010,VIX Index,25.73
11/08/2010,VIX Index,25.39
10/08/2010,VIX Index,22.37
09/08/2010,VIX Index,22.14
06/08/2010,VIX Index,21.74
05/08/2010,VIX Index,22.1
04/08/2010,VIX Index,22.21
03/08/2010,VIX Index,22.63
02/08/2010,VIX Index,22.01
30/07/2010,VIX Index,23.5
29/07/2010,VIX Index,24.13
28/07/2010,VIX Index,24.25
27/07/2010,VIX Index,23.19
26/07/2010,VIX Index,22.73
23/07/2010,VIX Index,23.47
22/07/2010,VIX Index,24.63
21/07/2010,VIX Index,25.64
20/07/2010,VIX Index,23.93
19/07/2010,VIX Index,25.97
16/07/2010,VIX Index,26.25
15/07/2010,VIX Index,25.14
14/07/2010,VIX Index,24.89
13/07/2010,VIX Index,24.56
12/07/2010,VIX Index,24.43
09/07/2010,VIX Index,24.98
08/07/2010,VIX Index,25.71
07/07/2010,VIX Index,26.84
06/07/2010,VIX Index,29.65
05/07/2010,VIX Index,29.885
02/07/2010,VIX Index,30.12
01/07/2010,VIX Index,32.86
30/06/2010,VIX Index,34.54
29/06/2010,VIX Index,34.13
28/06/2010,VIX Index,29
25/06/2010,VIX Index,28.53
24/06/2010,VIX Index,29.74
23/06/2010,VIX Index,26.91
22/06/2010,VIX Index,27.05
21/06/2010,VIX Index,24.88
18/06/2010,VIX Index,23.95
17/06/2010,VIX Index,25.05
16/06/2010,VIX Index,25.92
15/06/2010,VIX Index,25.87
14/06/2010,VIX Index,28.58
11/06/2010,VIX Index,28.79
10/06/2010,VIX Index,30.57
09/06/2010,VIX Index,33.73
08/06/2010,VIX Index,33.7
07/06/2010,VIX Index,36.57
04/06/2010,VIX Index,35.48
03/06/2010,VIX Index,29.46
02/06/2010,VIX Index,30.17
01/06/2010,VIX Index,35.54
31/05/2010,VIX Index,33.805
28/05/2010,VIX Index,32.07
27/05/2010,VIX Index,29.68
26/05/2010,VIX Index,35.02
25/05/2010,VIX Index,34.61
24/05/2010,VIX Index,38.32
21/05/2010,VIX Index,40.1
20/05/2010,VIX Index,45.79
19/05/2010,VIX Index,35.32
18/05/2010,VIX Index,33.55
17/05/2010,VIX Index,30.84
14/05/2010,VIX Index,31.24
13/05/2010,VIX Index,26.68
12/05/2010,VIX Index,25.52
11/05/2010,VIX Index,28.32
10/05/2010,VIX Index,28.84
07/05/2010,VIX Index,40.95
06/05/2010,VIX Index,32.8
05/05/2010,VIX Index,24.91
04/05/2010,VIX Index,23.84
03/05/2010,VIX Index,20.19
30/04/2010,VIX Index,22.05
29/04/2010,VIX Index,18.44
28/04/2010,VIX Index,21.08
27/04/2010,VIX Index,22.81
26/04/2010,VIX Index,17.47
23/04/2010,VIX Index,16.62
22/04/2010,VIX Index,16.47
21/04/2010,VIX Index,16.32
20/04/2010,VIX Index,15.73
19/04/2010,VIX Index,17.34
16/04/2010,VIX Index,18.36
15/04/2010,VIX Index,15.89
14/04/2010,VIX Index,15.59
13/04/2010,VIX Index,16.2
12/04/2010,VIX Index,15.58
09/04/2010,VIX Index,16.14
08/04/2010,VIX Index,16.48
07/04/2010,VIX Index,16.62
06/04/2010,VIX Index,16.23
05/04/2010,VIX Index,17.02
01/04/2010,VIX Index,17.47
31/03/2010,VIX Index,17.59
30/03/2010,VIX Index,17.13
29/03/2010,VIX Index,17.59
26/03/2010,VIX Index,17.77
25/03/2010,VIX Index,18.4
24/03/2010,VIX Index,17.55
23/03/2010,VIX Index,16.35
22/03/2010,VIX Index,16.87
19/03/2010,VIX Index,16.97
18/03/2010,VIX Index,16.62
17/03/2010,VIX Index,16.91
16/03/2010,VIX Index,17.69
15/03/2010,VIX Index,18
12/03/2010,VIX Index,17.58
11/03/2010,VIX Index,18.06
10/03/2010,VIX Index,18.57
09/03/2010,VIX Index,17.92
08/03/2010,VIX Index,17.79
05/03/2010,VIX Index,17.42
04/03/2010,VIX Index,18.72
03/03/2010,VIX Index,18.83
02/03/2010,VIX Index,19.06
01/03/2010,VIX Index,19.26
26/02/2010,VIX Index,19.5
25/02/2010,VIX Index,20.1
24/02/2010,VIX Index,20.27
23/02/2010,VIX Index,21.37
22/02/2010,VIX Index,19.94
19/02/2010,VIX Index,20.02
18/02/2010,VIX Index,20.63
17/02/2010,VIX Index,21.72
16/02/2010,VIX Index,22.25
15/02/2010,VIX Index,22.49
12/02/2010,VIX Index,22.73
11/02/2010,VIX Index,23.96
10/02/2010,VIX Index,25.4
09/02/2010,VIX Index,26
08/02/2010,VIX Index,26.51
05/02/2010,VIX Index,26.11
04/02/2010,VIX Index,26.08
03/02/2010,VIX Index,21.6
02/02/2010,VIX Index,21.48
01/02/2010,VIX Index,22.59
29/01/2010,VIX Index,24.62
28/01/2010,VIX Index,23.73
27/01/2010,VIX Index,23.14
26/01/2010,VIX Index,24.55
25/01/2010,VIX Index,25.41
22/01/2010,VIX Index,27.31
21/01/2010,VIX Index,22.27
20/01/2010,VIX Index,18.68
19/01/2010,VIX Index,17.58
